size,frequency
1,3903
2,663
3,311
4,185
5,139
6,103
7,64
8,60
9,61
10,37
11,38
12,32
13,20
14,28
15,17
16,20
17,19
18,10
19,17
20,19
21,13
22,17
23,7
24,9
25,13
26,9
27,12
28,8
29,4
30,7
31,2
32,5
33,8
34,6
35,3
36,8
37,5
38,7
39,3
40,4
41,5
42,4
43,7
44,3
45,3
46,3
47,3
48,9
49,2
50,2
51,3
52,2
53,3
54,7
55,3
56,3
57,3
58,3
59,3
60,1
61,3
62,2
64,1
65,2
67,1
68,2
69,1
71,4
72,3
73,3
74,1
75,1
77,1
78,3
79,1
80,2
81,1
82,1
84,1
86,2
87,3
88,1
90,1
94,1
95,3
96,2
97,1
98,2
101,1
102,2
104,1
105,2
106,1
109,1
114,3
116,1
118,2
119,1
120,1
123,1
124,5
126,2
127,1
129,2
131,1
132,1
134,1
135,1
137,1
142,1
145,1
149,1
150,1
151,2
157,1
165,1
175,1
181,1
192,1
193,1
195,1
220,1
221,1
236,1
249,1
256,1
267,1
275,1
291,1
294,1
296,1
323,1
335,1
547,1
672,1
