size,frequency
1,1945
2,331
3,144
4,95
5,57
6,32
7,32
8,31
9,15
10,16
11,20
12,18
13,17
14,11
15,9
16,13
17,11
18,7
19,10
20,4
21,4
22,5
23,6
24,2
25,5
26,4
27,3
28,3
29,7
30,5
31,5
32,4
33,3
34,5
35,1
36,4
37,2
38,3
39,1
40,1
41,1
42,4
43,2
44,2
45,4
46,4
47,2
48,1
49,3
51,1
52,2
53,2
54,1
55,2
57,1
58,2
59,1
60,1
61,1
62,1
63,2
64,2
65,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
77,1
79,1
83,1
88,2
91,1
93,2
95,2
96,1
98,2
101,1
103,1
108,2
112,2
120,1
122,2
123,1
127,1
129,1
137,1
138,4
140,1
144,1
145,2
154,1
159,1
181,1
183,1
184,1
189,2
190,1
200,1
201,1
224,1
227,1
232,1
241,1
245,1
249,1
286,1
342,1
370,1
385,1
433,1
444,1
892,1
1155,1
