size,frequency
1,1538
2,308
3,155
4,110
5,63
6,61
7,36
8,29
9,23
10,24
11,15
12,15
13,19
14,19
15,14
16,9
17,10
18,7
19,7
20,4
21,12
22,10
23,5
24,6
25,12
26,7
27,5
28,5
29,9
30,8
31,2
32,5
33,3
34,4
35,5
36,4
37,5
38,2
40,3
41,3
42,1
43,2
44,2
45,2
46,4
47,3
48,1
49,2
50,3
51,2
52,6
53,2
56,1
57,1
59,1
60,1
61,5
63,2
64,1
68,2
70,1
72,3
73,2
74,1
75,2
76,1
77,1
78,1
80,1
81,1
82,2
83,2
84,3
85,1
88,1
91,1
92,1
93,1
95,1
99,1
101,1
102,1
108,1
109,3
111,1
112,1
115,1
116,1
117,1
122,1
124,1
125,3
127,1
136,1
140,1
148,1
154,1
160,1
161,1
170,1
181,1
191,1
192,1
200,1
220,1
229,1
231,1
245,1
259,1
272,1
280,1
316,1
324,1
354,1
389,1
407,1
775,1
1173,1
1500,305
