size,frequency
1,1786
2,366
3,180
4,96
5,76
6,59
7,42
8,26
9,37
10,26
11,17
12,16
13,10
14,21
15,13
16,14
17,12
18,7
19,9
20,6
21,8
22,5
23,8
24,10
25,4
26,6
27,5
28,6
29,3
30,3
31,3
32,6
33,4
34,7
35,1
36,1
37,2
38,6
39,1
40,1
41,6
42,2
43,2
44,2
45,2
46,1
47,1
48,1
49,3
50,4
51,1
52,3
53,2
54,4
55,3
56,2
57,2
59,1
60,2
61,1
63,1
64,1
65,1
66,2
68,1
69,1
70,1
71,1
73,1
74,1
75,2
77,1
78,1
85,1
88,1
96,1
104,2
105,2
106,1
110,1
120,1
121,1
133,1
137,1
143,1
145,1
156,1
162,1
163,1
165,1
167,1
172,1
174,1
213,1
222,1
226,1
234,1
241,1
243,1
250,1
297,1
460,1
