size,frequency
1,2228
2,196
3,113
4,70
5,45
6,33
7,30
8,21
9,24
10,18
11,14
12,11
13,10
14,10
15,5
16,3
17,5
18,6
19,6
20,2
21,4
22,2
23,4
24,1
25,4
26,3
27,2
28,3
29,1
30,5
31,3
32,4
33,2
34,3
35,3
36,3
37,2
38,2
39,1
40,1
41,1
42,1
44,6
45,1
47,1
48,1
50,1
53,2
55,2
57,1
58,2
61,1
62,2
64,1
66,3
68,1
70,2
71,1
72,1
73,1
76,2
80,1
83,1
84,2
85,1
86,2
88,1
92,1
94,1
96,1
102,2
103,1
119,1
128,1
134,1
135,1
141,1
142,1
144,1
145,1
146,1
150,1
151,1
158,1
163,2
167,1
169,1
178,1
180,1
181,1
187,1
196,1
205,1
206,1
212,1
213,1
215,1
219,1
229,1
249,1
265,1
277,1
296,1
310,1
325,1
359,1
362,1
379,1
382,1
422,1
448,1
463,1
490,1
612,1
660,1
767,1
819,1
832,1
847,1
976,1
