size,frequency
1,1736
2,295
3,149
4,87
5,65
6,52
7,32
8,29
9,34
10,24
11,16
12,14
13,7
14,11
15,15
16,12
17,12
18,6
19,12
20,8
21,6
22,4
23,5
24,5
25,10
26,4
27,3
28,2
29,4
30,4
31,1
32,3
33,2
34,2
36,4
37,2
38,3
39,2
40,3
41,3
42,2
43,1
44,2
46,3
48,2
49,2
50,1
51,5
52,1
53,2
54,1
56,1
57,2
58,1
60,2
61,3
62,2
63,2
65,3
67,1
69,1
76,2
77,1
78,2
80,2
85,1
87,1
88,2
89,1
90,1
91,1
92,1
93,1
96,1
97,1
98,1
99,1
101,1
102,2
103,1
105,1
107,2
108,1
110,2
112,1
113,1
115,1
120,2
121,1
122,1
124,1
127,1
128,1
130,2
133,1
134,1
136,1
137,1
144,1
148,2
149,1
152,1
154,1
156,1
157,1
160,1
164,1
177,1
178,1
181,1
182,1
187,1
191,1
193,2
195,1
202,1
207,1
215,1
223,1
225,1
235,1
236,1
247,1
261,1
268,1
279,1
285,1
309,1
314,1
318,1
368,1
380,1
382,1
389,1
391,1
410,1
459,1
465,1
535,1
648,1
653,1
749,1
1500,180
