size,frequency
1,2056
2,259
3,153
4,84
5,46
6,54
7,31
8,26
9,21
10,17
11,20
12,14
13,17
14,10
15,11
16,11
17,10
18,9
19,5
20,9
21,8
22,5
23,2
24,4
25,4
26,4
27,5
28,4
29,3
30,2
31,2
32,1
33,4
34,4
35,3
36,3
37,1
38,3
41,1
42,2
43,2
44,2
46,2
48,1
50,1
51,1
52,2
53,4
55,1
56,1
60,1
62,2
63,1
64,1
66,3
67,1
69,1
71,1
72,1
75,1
76,1
78,1
79,1
81,1
84,1
85,2
86,1
87,1
89,1
91,2
92,1
93,1
97,2
99,1
100,1
101,1
106,1
109,1
111,1
112,1
117,1
118,1
126,1
127,2
129,1
135,1
142,1
152,1
180,1
184,1
203,2
208,1
217,1
263,1
354,1
417,1
901,1
