size,frequency
1,1646
2,278
3,139
4,88
5,65
6,48
7,33
8,24
9,26
10,19
11,21
12,8
13,11
14,11
15,15
16,12
17,16
18,9
19,9
20,7
21,8
22,8
23,2
24,7
25,3
26,3
27,1
28,3
29,4
30,4
31,5
32,3
33,1
34,5
36,2
37,1
38,1
39,3
40,2
41,3
42,3
43,3
45,1
49,2
50,1
51,1
52,2
53,3
54,1
56,1
57,1
58,2
59,2
61,1
62,2
64,2
66,1
67,1
68,1
70,1
71,1
74,1
76,1
78,1
81,1
82,1
88,1
90,1
91,1
92,1
96,2
97,1
102,1
104,1
111,1
115,2
121,1
123,1
124,1
127,1
128,1
133,1
140,1
141,1
145,1
150,1
162,1
173,1
177,1
190,1
203,2
290,1
1500,379
