size,frequency
1,2123
2,233
3,119
4,70
5,42
6,46
7,28
8,33
9,26
10,15
11,19
12,11
13,12
14,13
15,4
16,6
17,9
18,6
19,7
20,6
21,7
22,4
23,8
24,2
25,5
26,4
27,3
28,4
29,7
30,4
31,6
32,3
33,2
34,4
35,4
36,3
37,1
40,2
41,4
42,1
43,5
44,3
45,2
46,1
47,1
49,3
50,2
51,2
52,1
54,2
55,4
56,1
57,3
58,1
61,1
64,1
66,2
67,1
69,1
72,1
76,1
77,1
81,1
82,1
83,1
84,2
86,1
87,2
88,1
91,1
93,3
94,1
97,1
101,1
109,1
111,1
114,3
115,1
119,1
121,1
123,1
127,1
128,1
129,2
130,1
133,1
137,1
138,1
146,1
148,1
157,1
164,1
170,1
171,1
172,1
177,1
185,1
211,1
225,1
237,1
249,1
257,1
265,1
293,1
318,1
372,1
461,1
474,1
571,1
