size,frequency
1,2059
2,277
3,134
4,73
5,61
6,54
7,39
8,21
9,27
10,15
11,13
12,17
13,11
14,6
15,11
16,8
17,9
18,9
19,4
20,4
21,10
22,7
23,6
24,3
25,6
26,8
27,4
28,5
29,5
30,1
31,4
32,1
33,1
34,3
37,5
38,3
39,1
41,2
42,3
43,2
44,2
45,2
47,3
49,1
50,1
52,3
57,1
58,1
59,1
61,2
66,1
67,2
68,2
69,1
71,1
74,3
75,1
76,2
78,1
80,2
83,1
84,1
91,2
92,1
96,1
97,1
101,1
102,2
104,1
105,2
111,1
115,1
125,1
128,1
136,1
137,1
145,1
153,1
156,1
157,1
162,1
168,1
211,1
228,1
236,1
282,1
328,1
341,1
343,1
400,1
433,1
471,1
