size,frequency
1,1644
2,325
3,167
4,98
5,49
6,46
7,43
8,23
9,30
10,20
11,19
12,22
13,10
14,13
15,15
16,15
17,11
18,3
19,11
20,4
21,5
22,2
23,4
24,3
25,7
26,7
27,6
28,8
29,4
30,4
31,5
32,2
33,3
34,2
35,3
36,5
37,5
39,1
40,4
41,1
43,4
44,1
45,2
46,3
47,2
48,3
49,1
50,2
51,1
53,8
55,1
56,1
57,2
58,1
59,1
60,1
61,2
62,2
63,1
64,2
66,1
67,1
70,4
72,1
73,1
78,3
82,1
84,2
86,2
87,1
88,1
90,2
91,2
93,1
95,1
96,1
97,1
98,1
102,1
103,2
104,1
105,2
114,1
115,1
116,2
123,1
124,4
127,2
128,1
129,1
130,1
132,1
143,1
148,1
150,1
164,1
176,1
200,1
212,1
215,1
219,1
242,1
244,1
257,1
279,1
291,1
300,2
316,1
441,1
510,1
696,1
711,1
855,1
1500,240
