size,frequency
1,1539
2,323
3,178
4,102
5,64
6,43
7,39
8,35
9,29
10,19
11,22
12,13
13,8
14,15
15,15
16,12
17,9
18,10
19,10
20,13
21,5
22,6
23,9
24,9
25,5
26,3
27,3
28,4
29,3
30,1
31,1
32,5
33,3
34,6
35,1
36,5
37,6
38,2
39,5
40,3
41,4
42,3
43,1
45,2
46,1
48,3
49,1
50,1
51,5
53,2
54,1
57,2
58,1
59,1
60,1
61,2
62,3
63,3
64,2
65,2
67,2
68,1
71,2
73,1
74,1
75,2
76,2
79,1
80,2
83,1
86,1
87,1
89,3
90,2
91,1
92,2
94,1
95,2
96,1
102,2
109,1
110,1
111,1
112,1
113,1
114,1
116,1
121,1
124,1
127,1
131,1
132,1
135,1
141,2
144,2
150,1
151,1
172,1
173,1
178,1
183,1
184,1
189,1
192,1
206,1
213,1
237,1
273,1
297,1
323,1
331,1
344,1
351,1
366,1
461,1
566,1
729,1
759,1
963,1
1500,304
