size,frequency
1,2178
2,207
3,119
4,79
5,47
6,43
7,26
8,14
9,21
10,16
11,15
12,11
13,10
14,9
15,9
16,13
17,4
18,9
19,11
20,11
21,5
22,2
23,4
24,1
25,3
26,4
27,3
29,2
30,4
31,2
32,2
33,3
34,1
35,5
37,1
39,1
40,4
41,4
42,2
44,1
45,4
46,3
47,2
48,1
49,1
50,1
51,1
52,1
53,3
54,1
56,1
57,1
58,1
59,1
60,1
61,1
62,2
63,1
64,1
65,1
66,1
67,1
69,2
70,1
71,1
76,2
77,1
78,1
80,2
81,2
82,1
83,1
84,4
85,1
86,1
87,1
89,1
90,1
106,1
108,1
112,1
113,1
115,1
118,1
119,1
122,1
124,1
130,1
133,1
141,1
169,2
181,1
183,1
191,1
221,1
228,1
231,1
233,1
252,1
274,1
281,1
301,1
330,1
347,1
372,1
461,1
496,1
543,1
552,1
553,1
641,1
715,1
781,1
939,1
967,1
1053,1
1088,1
