size,frequency
1,1914
2,239
3,103
4,81
5,62
6,48
7,31
8,27
9,22
10,18
11,14
12,21
13,7
14,16
15,10
16,10
17,9
18,8
19,5
20,7
21,1
22,3
23,4
24,7
25,5
26,1
27,4
28,4
29,5
30,2
32,6
33,4
34,4
36,2
37,1
38,3
39,1
40,2
41,5
42,2
43,2
44,2
45,1
46,1
47,2
48,3
49,2
50,3
51,1
52,2
53,1
54,4
55,2
56,4
58,1
59,1
60,1
61,1
63,1
64,1
66,2
68,1
69,3
70,1
75,2
79,1
80,1
81,1
86,2
87,1
88,1
89,1
93,1
95,1
100,1
102,1
106,1
108,1
109,3
111,1
122,1
125,1
127,1
132,1
134,1
151,2
153,1
154,1
165,1
167,1
171,1
176,1
185,1
188,1
192,1
196,1
204,1
211,1
213,1
216,1
219,1
234,1
242,1
248,1
256,2
258,1
286,1
292,1
305,1
312,1
313,1
325,1
330,1
366,1
400,1
412,1
448,1
545,1
547,1
580,1
674,1
679,1
824,1
864,1
1191,1
1500,172
