size,frequency
1,2109
2,191
3,101
4,65
5,58
6,38
7,31
8,28
9,17
10,10
11,11
12,12
13,8
14,15
15,8
16,5
17,4
18,7
19,6
20,8
21,6
22,3
23,8
24,4
25,2
26,3
28,5
29,7
30,1
31,1
33,1
34,1
35,1
36,3
38,1
39,5
40,4
41,1
42,3
44,2
45,2
46,4
48,3
49,3
50,2
52,3
53,2
54,1
56,1
57,2
60,1
62,1
65,2
67,1
71,2
77,1
79,1
80,1
82,1
83,4
84,1
87,2
88,2
90,1
92,1
93,1
96,1
97,1
104,1
106,1
107,2
110,1
111,1
125,1
128,1
131,1
133,2
135,2
137,1
141,1
142,1
146,1
151,1
152,1
154,2
155,1
160,1
163,1
168,1
169,1
171,1
172,1
174,2
180,1
183,1
190,1
192,1
196,1
201,1
204,1
207,1
212,1
217,1
220,1
230,1
231,1
262,1
266,1
281,1
301,1
304,1
333,1
374,1
379,1
429,1
443,1
475,1
493,1
509,1
530,1
536,1
540,1
567,1
716,1
745,1
835,1
998,1
1251,1
1483,1
1500,92
