size,frequency
1,1887
2,251
3,125
4,66
5,50
6,41
7,28
8,30
9,19
10,20
11,19
12,19
13,14
14,14
15,3
16,8
17,7
18,6
19,7
20,7
21,5
22,6
23,4
24,8
25,2
26,3
27,4
28,6
29,5
30,2
31,2
32,3
34,1
35,2
36,4
37,3
38,5
39,1
40,2
41,1
42,2
43,2
44,1
45,2
46,1
47,3
48,1
49,5
50,1
53,1
55,3
59,2
60,2
61,2
62,1
63,1
64,4
67,2
68,1
73,1
74,2
75,2
77,2
78,2
80,2
81,2
84,2
85,1
86,1
88,3
89,1
90,2
93,1
95,1
96,3
99,1
105,1
106,1
109,1
110,1
114,3
116,2
118,1
119,1
121,1
126,1
127,1
129,2
131,1
139,2
140,1
142,1
143,1
144,2
145,1
150,1
152,1
157,1
158,1
161,1
163,1
169,2
180,1
181,1
185,1
191,1
194,2
196,1
232,1
264,2
301,1
315,1
318,1
338,1
375,1
403,1
407,1
544,1
594,1
608,1
656,1
769,1
977,1
1223,1
1500,187
