size,frequency
1,2181
2,224
3,105
4,67
5,54
6,29
7,33
8,14
9,17
10,17
11,12
12,14
13,8
14,14
15,11
16,6
17,8
18,3
19,8
20,8
21,4
22,3
23,4
24,7
25,1
26,3
27,1
28,2
29,5
30,4
31,3
32,2
33,2
34,2
35,1
36,5
37,3
38,2
39,3
41,2
42,2
43,1
45,1
46,3
47,2
48,2
49,1
50,2
52,1
53,1
54,1
55,2
56,1
57,4
58,1
59,1
62,1
63,2
64,3
66,1
67,1
69,4
70,1
72,3
73,1
77,1
78,1
79,1
80,2
81,3
82,1
86,1
87,2
89,1
90,1
91,1
94,1
99,1
101,1
103,1
105,2
114,1
122,1
124,1
128,1
133,1
146,1
150,1
153,1
159,1
161,1
168,1
170,1
174,1
178,1
191,1
198,1
212,1
221,1
224,2
234,1
239,1
247,1
278,1
279,1
292,1
294,1
313,1
325,1
347,1
353,1
396,1
401,1
407,1
415,1
573,1
604,1
626,1
657,1
674,1
797,2
1079,1
1184,1
