size,frequency
1,1533
2,306
3,150
4,103
5,64
6,47
7,46
8,24
9,29
10,23
11,14
12,14
13,13
14,13
15,12
16,10
17,8
18,7
19,12
20,5
21,11
22,6
23,7
24,3
25,4
26,7
27,5
28,6
29,3
30,3
31,5
32,6
33,3
34,2
35,3
37,3
38,6
39,2
40,2
41,2
42,3
43,1
44,1
45,1
46,2
47,3
48,2
50,1
51,2
52,2
53,1
54,1
55,1
56,3
57,1
59,1
60,1
61,1
62,2
64,1
65,3
69,1
73,1
74,1
77,2
81,2
85,1
86,2
88,1
89,1
90,1
91,1
92,1
93,2
94,1
96,1
97,1
102,1
103,1
105,1
107,1
108,1
111,1
112,1
115,1
118,1
124,2
125,1
128,1
131,1
139,1
163,1
165,1
187,1
239,1
246,1
252,1
288,1
297,1
304,1
409,1
792,1
1500,398
