size,frequency
1,1652
2,300
3,155
4,88
5,71
6,41
7,41
8,22
9,15
10,19
11,22
12,10
13,12
14,14
15,12
16,9
17,10
18,7
19,6
20,6
21,7
22,6
23,9
24,3
25,3
26,2
27,5
28,8
29,3
30,4
31,4
32,6
33,1
34,1
35,4
36,4
37,2
38,4
40,3
41,2
43,2
44,1
45,3
46,3
47,1
49,3
50,2
51,1
52,1
53,2
54,1
56,3
57,1
58,1
60,1
62,1
63,1
66,1
67,2
68,3
69,1
70,1
71,1
72,1
73,1
74,1
79,1
80,1
81,1
83,2
86,4
89,1
91,2
96,2
97,1
98,1
99,1
101,2
103,1
104,1
110,1
113,2
118,1
121,1
125,2
126,1
128,1
137,1
141,1
142,1
146,1
151,1
152,1
155,1
160,1
161,1
163,1
170,1
176,1
178,1
192,1
212,1
213,1
214,1
229,1
232,1
253,1
260,1
281,1
320,1
328,1
340,1
394,1
554,1
1500,310
