"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"Timestamp"
1085;Sjælland;2020-12-14;F;321;4;12;1144;117445;5723;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-14;F;207;0;7;1144;117652;5730;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-14;M;981;12;35;1156;118633;5765;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-14;M;384;1;8;1157;119017;5773;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-14;M;99;0;4;1157;119116;5777;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-14;M;271;4;13;1161;119387;5790;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-14;M;216;2;4;1163;119603;5794;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-15;F;1114;5;34;1168;120717;5828;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-15;F;421;2;8;1170;121138;5836;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-15;F;98;0;2;1170;121236;5838;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-15;F;323;4;10;1174;121559;5848;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-15;F;267;1;4;1175;121826;5852;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-15;M;1014;2;24;1177;122840;5876;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-15;M;384;4;12;1181;123224;5888;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-15;M;113;1;1;1182;123337;5889;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-15;M;287;4;17;1186;123624;5906;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-15;M;276;1;9;1187;123900;5915;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-16;F;1191;5;43;1192;125091;5958;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-16;F;368;0;8;1192;125459;5966;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-16;F;113;1;2;1193;125572;5968;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-16;F;378;2;8;1195;125950;5976;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-16;F;258;1;6;1196;126208;5982;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-16;M;1021;5;36;1201;127229;6018;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-16;M;380;2;13;1203;127609;6031;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-16;M;113;1;7;1204;127722;6038;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-16;M;307;1;13;1205;128029;6051;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-16;M;264;1;5;1206;128293;6056;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-17;F;916;7;27;1213;129209;6083;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-17;F;312;1;8;1214;129521;6091;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-17;F;102;0;1;1214;129623;6092;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-17;F;317;3;10;1217;129940;6102;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-17;F;257;1;6;1218;130197;6108;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-17;M;824;10;54;1228;131021;6162;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-17;M;297;1;10;1229;131318;6172;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-17;M;100;0;1;1229;131418;6173;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-17;M;254;3;9;1232;131672;6182;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-17;M;237;0;8;1232;131909;6190;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-18;F;764;7;32;1239;132673;6222;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-18;F;293;0;4;1239;132966;6226;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-18;F;101;0;1;1239;133067;6227;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-18;F;247;4;10;1243;133314;6237;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-18;F;184;3;11;1246;133498;6248;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-18;M;757;11;37;1257;134255;6285;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-18;M;255;5;12;1262;134510;6297;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-18;M;112;0;2;1262;134622;6299;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-18;M;228;5;17;1267;134850;6316;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-18;M;192;1;5;1268;135042;6321;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-19;F;667;7;31;1275;135709;6352;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-19;F;252;2;10;1277;135961;6362;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-19;F;113;2;7;1279;136074;6369;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-19;F;181;3;5;1282;136255;6374;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-19;F;202;1;6;1283;136457;6380;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-19;M;611;10;25;1293;137068;6405;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-19;M;262;3;8;1296;137330;6413;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-19;M;98;0;4;1296;137428;6417;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-19;M;207;4;11;1300;137635;6428;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-19;M;163;3;9;1303;137798;6437;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-20;F;607;3;21;1306;138405;6458;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-20;F;205;0;5;1306;138610;6463;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-20;F;89;0;1;1306;138699;6464;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-20;F;215;6;13;1312;138914;6477;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-20;F;156;1;5;1313;139070;6482;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-20;M;566;8;41;1321;139636;6523;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-20;M;185;3;9;1324;139821;6532;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-20;M;80;1;2;1325;139901;6534;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-20;M;183;1;7;1326;140084;6541;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-20;M;166;5;7;1331;140250;6548;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-21;F;817;9;36;1340;141067;6584;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-21;F;310;1;9;1341;141377;6593;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-21;F;103;1;3;1342;141480;6596;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-21;F;283;3;12;1345;141763;6608;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-21;F;238;0;8;1345;142001;6616;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-21;M;635;12;38;1357;142636;6654;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-21;M;203;5;15;1362;142839;6669;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-21;M;94;1;7;1363;142933;6676;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-21;M;206;0;8;1363;143139;6684;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-21;M;213;1;10;1364;143352;6694;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-22;F;713;7;34;1371;144065;6728;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-22;F;256;3;12;1374;144321;6740;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-22;F;128;1;4;1375;144449;6744;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-22;F;256;2;12;1377;144705;6756;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-22;F;194;3;6;1380;144899;6762;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-22;M;632;10;42;1390;145531;6804;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-22;M;214;6;9;1396;145745;6813;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-22;M;114;5;8;1401;145859;6821;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-22;M;203;4;12;1405;146062;6833;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-22;M;161;1;8;1406;146223;6841;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-23;F;766;7;22;1413;146989;6863;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-23;F;268;1;11;1414;147257;6874;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-23;F;121;1;7;1415;147378;6881;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-23;F;228;3;19;1418;147606;6900;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-23;F;199;1;7;1419;147805;6907;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-23;M;662;8;29;1427;148467;6936;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-23;M;247;2;8;1429;148714;6944;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-23;M;134;3;4;1432;148848;6948;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-23;M;215;3;14;1435;149063;6962;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-23;M;239;0;9;1435;149302;6971;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-24;F;371;7;20;1442;149673;6991;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-24;F;132;1;10;1443;149805;7001;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-24;F;65;0;4;1443;149870;7005;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-24;F;79;3;3;1446;149949;7008;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-24;F;111;0;2;1446;150060;7010;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-24;M;359;5;27;1451;150419;7037;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-24;M;116;1;7;1452;150535;7044;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-24;M;69;0;4;1452;150604;7048;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-24;M;77;3;6;1455;150681;7054;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-24;M;97;0;2;1455;150778;7056;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-25;F;429;9;32;1464;151207;7088;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-25;F;112;1;4;1465;151319;7092;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-25;F;65;1;3;1466;151384;7095;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-25;F;122;2;11;1468;151506;7106;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-25;F;129;0;6;1468;151635;7112;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-25;M;376;12;33;1480;152011;7145;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-25;M;102;3;9;1483;152113;7154;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-25;M;65;3;1;1486;152178;7155;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-25;M;83;2;10;1488;152261;7165;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-25;M;104;1;7;1489;152365;7172;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-26;F;674;11;30;1500;153039;7202;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-26;F;230;1;7;1501;153269;7209;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-26;F;91;0;4;1501;153360;7213;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-26;F;228;1;4;1502;153588;7217;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-26;F;171;1;4;1503;153759;7221;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-26;M;605;11;43;1514;154364;7264;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-26;M;232;3;10;1517;154596;7274;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-26;M;87;0;6;1517;154683;7280;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-26;M;218;3;20;1520;154901;7300;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-26;M;153;2;9;1522;155054;7309;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-27;F;544;11;29;1533;155598;7338;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-27;F;232;3;8;1536;155830;7346;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-27;F;100;2;5;1538;155930;7351;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-27;F;162;0;2;1538;156092;7353;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-27;F;155;4;10;1542;156247;7363;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-27;M;470;7;25;1549;156717;7388;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-27;M;184;5;7;1554;156901;7395;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-27;M;71;1;3;1555;156972;7398;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-27;M;165;6;17;1561;157137;7415;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-27;M;105;0;9;1561;157242;7424;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-28;F;755;15;39;1576;157997;7463;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-28;F;306;3;14;1579;158303;7477;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-28;F;138;1;5;1580;158441;7482;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-28;F;295;4;11;1584;158736;7493;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-28;F;216;4;12;1588;158952;7505;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-28;M;536;10;35;1598;159488;7540;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-28;M;264;5;25;1603;159752;7565;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-28;M;123;1;1;1604;159875;7566;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-28;M;249;1;21;1605;160124;7587;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-28;M;184;4;16;1609;160308;7603;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-29;F;566;11;37;1620;160874;7640;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-29;F;281;4;9;1624;161155;7649;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-29;F;98;3;4;1627;161253;7653;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-29;F;260;1;10;1628;161513;7663;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-29;F;175;1;4;1629;161688;7667;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-29;M;425;11;34;1640;162113;7701;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-29;M;238;1;16;1641;162351;7717;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-29;M;89;0;3;1641;162440;7720;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-29;M;182;0;9;1641;162622;7729;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-29;M;166;2;8;1643;162788;7737;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-30;F;618;10;30;1653;163406;7767;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-30;F;250;2;10;1655;163656;7777;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-30;F;120;0;5;1655;163776;7782;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-30;F;264;5;9;1660;164040;7791;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-30;F;200;3;5;1663;164240;7796;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-30;M;566;10;35;1673;164806;7831;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-30;M;230;4;18;1677;165036;7849;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-30;M;93;1;7;1678;165129;7856;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-30;M;256;7;18;1685;165385;7874;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-30;M;176;1;4;1686;165561;7878;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-31;F;286;6;17;1692;165847;7895;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-31;F;123;2;2;1694;165970;7897;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-31;F;62;1;4;1695;166032;7901;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-31;F;85;0;4;1695;166117;7905;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-31;F;90;1;6;1696;166207;7911;2024-03-12T10:02:34.147
1084;Hovedstaden;2020-12-31;M;279;8;27;1704;166486;7938;2024-03-12T10:02:34.147
1082;Midtjylland;2020-12-31;M;119;0;9;1704;166605;7947;2024-03-12T10:02:34.147
1081;Nordjylland;2020-12-31;M;43;0;2;1704;166648;7949;2024-03-12T10:02:34.147
1085;Sjælland;2020-12-31;M;68;0;8;1704;166716;7957;2024-03-12T10:02:34.147
1083;Syddanmark;2020-12-31;M;78;1;6;1705;166794;7963;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-01;F;288;6;18;1711;167082;7981;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-01;F;129;1;3;1712;167211;7984;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-01;F;52;0;2;1712;167263;7986;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-01;F;69;1;9;1713;167332;7995;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-01;F;90;0;4;1713;167422;7999;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-01;M;285;6;23;1719;167707;8022;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-01;M;101;1;6;1720;167808;8028;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-01;M;42;2;6;1722;167850;8034;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-01;M;70;1;10;1723;167920;8044;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-01;M;77;2;6;1725;167997;8050;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-02;F;436;3;25;1728;168433;8075;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-02;F;217;2;3;1730;168650;8078;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-02;F;96;0;2;1730;168746;8080;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-02;F;162;0;12;1730;168908;8092;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-02;F;136;1;4;1731;169044;8096;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-02;M;402;7;22;1738;169446;8118;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-02;M;222;2;14;1740;169668;8132;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-02;M;90;2;9;1742;169758;8141;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-02;M;160;8;13;1750;169918;8154;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-02;M;125;2;9;1752;170043;8163;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-03;F;392;2;19;1754;170435;8182;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-03;F;184;2;6;1756;170619;8188;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-03;F;110;7;8;1763;170729;8196;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-03;F;114;2;8;1765;170843;8204;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-03;F;115;1;5;1766;170958;8209;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-03;M;322;3;22;1769;171280;8231;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-03;M;146;0;5;1769;171426;8236;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-03;M;68;3;6;1772;171494;8242;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-03;M;107;2;11;1774;171601;8253;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-03;M;112;0;9;1774;171713;8262;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-04;F;581;16;23;1790;172294;8285;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-04;F;245;5;6;1795;172539;8291;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-04;F;108;2;6;1797;172647;8297;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-04;F;220;1;6;1798;172867;8303;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-04;F;175;0;6;1798;173042;8309;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-04;M;482;12;31;1810;173524;8340;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-04;M;213;3;10;1813;173737;8350;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-04;M;102;2;5;1815;173839;8355;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-04;M;179;2;10;1817;174018;8365;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-04;M;174;1;6;1818;174192;8371;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-05;F;448;0;21;1818;174640;8392;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-05;F;183;4;9;1822;174823;8401;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-05;F;85;2;3;1824;174908;8404;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-05;F;205;3;7;1827;175113;8411;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-05;F;157;3;10;1830;175270;8421;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-05;M;380;7;21;1837;175650;8442;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-05;M;133;0;10;1837;175783;8452;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-05;M;69;0;2;1837;175852;8454;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-05;M;146;3;8;1840;175998;8462;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-05;M;123;1;11;1841;176121;8473;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-06;F;402;9;28;1850;176523;8501;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-06;F;154;5;10;1855;176677;8511;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-06;F;90;0;4;1855;176767;8515;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-06;F;143;3;14;1858;176910;8529;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-06;F;111;0;5;1858;177021;8534;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-06;M;314;10;28;1868;177335;8562;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-06;M;126;3;10;1871;177461;8572;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-06;M;87;2;2;1873;177548;8574;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-06;M;129;3;8;1876;177677;8582;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-06;M;101;0;2;1876;177778;8584;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-07;F;319;7;18;1883;178097;8602;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-07;F;190;5;9;1888;178287;8611;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-07;F;71;1;4;1889;178358;8615;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-07;F;152;3;13;1892;178510;8628;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-07;F;136;2;8;1894;178646;8636;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-07;M;267;3;17;1897;178913;8653;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-07;M;147;8;13;1905;179060;8666;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-07;M;74;1;2;1906;179134;8668;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-07;M;96;4;14;1910;179230;8682;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-07;M;136;3;8;1913;179366;8690;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-08;F;338;5;21;1918;179704;8711;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-08;F;144;1;10;1919;179848;8721;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-08;F;57;1;2;1920;179905;8723;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-08;F;108;1;4;1921;180013;8727;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-08;F;119;1;9;1922;180132;8736;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-08;M;270;7;18;1929;180402;8754;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-08;M;110;3;9;1932;180512;8763;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-08;M;61;2;10;1934;180573;8773;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-08;M;115;2;10;1936;180688;8783;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-08;M;110;1;6;1937;180798;8789;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-09;F;256;3;18;1940;181054;8807;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-09;F;113;2;3;1942;181167;8810;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-09;F;51;0;1;1942;181218;8811;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-09;F;113;3;11;1945;181331;8822;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-09;F;88;3;4;1948;181419;8826;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-09;M;228;9;25;1957;181647;8851;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-09;M;109;3;5;1960;181756;8856;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-09;M;50;0;3;1960;181806;8859;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-09;M;99;3;13;1963;181905;8872;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-09;M;86;3;6;1966;181991;8878;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-10;F;210;2;13;1968;182201;8891;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-10;F;100;2;6;1970;182301;8897;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-10;F;45;0;2;1970;182346;8899;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-10;F;86;3;12;1973;182432;8911;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-10;F;75;1;7;1974;182507;8918;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-10;M;198;7;19;1981;182705;8937;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-10;M;85;1;7;1982;182790;8944;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-10;M;36;2;3;1984;182826;8947;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-10;M;81;1;6;1985;182907;8953;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-10;M;74;1;4;1986;182981;8957;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-11;F;367;7;26;1993;183348;8983;2024-03-12T10:02:34.147
1082;Midtjylland;2021-01-11;F;104;1;6;1994;183452;8989;2024-03-12T10:02:34.147
1081;Nordjylland;2021-01-11;F;57;1;1;1995;183509;8990;2024-03-12T10:02:34.147
1085;Sjælland;2021-01-11;F;127;4;10;1999;183636;9000;2024-03-12T10:02:34.147
1083;Syddanmark;2021-01-11;F;116;2;9;2001;183752;9009;2024-03-12T10:02:34.147
1084;Hovedstaden;2021-01-11;M;249;9;18;2010;184001;9027;2024-03-12T10:02:34.147
