size,frequency
1,3982
2,697
3,306
4,174
5,131
6,82
7,63
8,47
9,36
10,22
11,20
12,17
13,17
14,9
15,10
16,7
17,8
18,7
19,5
20,4
21,3
22,3
23,3
24,5
25,1
26,1
27,2
28,1
29,1
30,1
31,1
32,1
39,1
