size,frequency
1,14772
2,2174
3,1001
4,556
5,391
6,267
7,205
8,150
9,121
10,89
11,78
12,57
13,51
14,45
15,38
16,34
17,30
18,18
19,21
20,11
21,12
22,13
23,13
24,6
25,6
26,10
27,6
28,1
29,5
30,7
31,3
32,5
33,2
34,3
35,1
38,3
39,2
41,3
42,2
43,4
44,1
46,4
47,1
58,1
67,1
