size,frequency
1,2151
2,206
3,125
4,71
5,54
6,41
7,33
8,18
9,17
10,12
11,14
12,11
13,7
14,7
15,8
16,7
17,8
18,8
19,6
20,7
21,6
22,7
23,5
24,3
25,5
27,2
28,2
29,7
30,3
31,2
32,5
33,1
34,2
35,2
36,5
38,1
40,2
41,1
42,2
43,3
44,2
45,1
46,3
49,2
50,3
51,1
52,1
53,3
54,1
55,3
56,2
58,3
59,2
62,3
63,2
66,1
68,2
69,1
70,3
73,1
74,2
76,2
78,1
79,1
80,1
81,1
82,1
83,1
86,2
87,3
88,1
90,1
92,1
93,1
97,2
98,2
99,1
100,1
101,1
104,1
108,1
109,2
117,1
120,1
121,1
127,1
132,1
133,1
142,1
145,1
156,1
158,1
164,1
172,1
185,1
201,1
208,1
216,1
217,1
220,1
227,1
235,1
236,1
238,1
243,1
250,2
275,1
278,1
279,1
282,1
319,2
332,1
344,1
347,1
368,1
380,1
395,1
400,1
435,2
481,1
504,1
508,1
575,1
664,1
697,1
786,1
793,1
911,1
1027,1
1211,1
1500,2
