size,frequency
1,1726
2,355
3,168
4,96
5,77
6,56
7,45
8,45
9,28
10,27
11,19
12,21
13,19
14,16
15,12
16,7
17,13
18,7
19,9
20,9
21,9
22,7
23,9
24,8
25,5
26,6
27,7
28,6
29,4
30,5
31,4
32,6
33,5
34,6
35,3
36,1
37,1
38,2
39,2
40,1
41,4
42,5
43,1
44,5
45,2
46,3
47,3
48,1
49,3
50,7
51,1
53,1
54,3
55,1
56,3
57,2
60,4
61,3
62,1
63,1
65,1
66,1
67,2
68,3
69,1
70,1
71,2
72,1
73,1
74,1
75,1
76,2
77,1
78,4
80,3
81,1
83,2
84,1
85,1
89,1
91,1
92,1
95,1
98,1
105,1
106,1
107,1
111,1
113,1
117,4
118,1
120,1
121,3
122,1
123,1
125,2
128,1
133,1
139,2
143,1
152,1
156,1
159,1
161,1
162,1
165,1
166,1
167,1
171,1
173,1
174,1
175,1
176,1
190,1
192,1
194,1
198,1
200,1
233,1
264,1
296,1
316,1
322,1
324,1
332,1
342,1
371,1
424,1
515,1
524,1
527,1
530,1
563,1
603,1
688,1
1034,1
