size,frequency
1,1762
2,357
3,165
4,115
5,85
6,54
7,55
8,42
9,29
10,32
11,29
12,17
13,14
14,12
15,10
16,5
17,9
18,8
19,18
20,9
21,4
22,11
23,5
24,4
25,5
26,9
27,2
28,7
29,1
30,2
31,2
32,6
33,2
34,1
35,2
36,6
37,3
38,1
39,4
40,1
41,2
42,5
44,1
45,3
46,2
48,1
50,4
51,6
52,1
53,2
54,2
55,2
56,1
57,1
58,1
59,1
60,1
61,2
62,1
63,2
64,1
65,1
66,2
67,2
68,2
70,1
71,2
72,1
74,1
75,1
76,1
78,1
80,1
82,1
84,3
85,1
88,1
92,2
93,1
94,1
96,1
99,1
102,1
103,1
109,2
111,1
112,1
114,1
117,1
118,1
125,1
126,1
128,1
132,1
133,1
135,1
174,1
175,1
200,1
230,1
231,1
236,1
289,1
290,1
313,1
357,1
