size,frequency
1,1730
2,394
3,163
4,115
5,81
6,64
7,40
8,37
9,31
10,26
11,25
12,24
13,16
14,16
15,14
16,19
17,13
18,7
19,3
20,11
21,4
22,10
23,4
24,11
25,3
26,4
27,7
28,3
29,7
30,7
31,3
32,4
33,2
34,3
35,8
36,6
37,1
38,2
39,7
40,5
41,1
42,2
43,4
44,1
45,1
46,2
47,2
48,1
49,3
54,2
55,1
57,1
58,2
59,2
62,2
63,1
64,2
66,2
67,2
68,1
76,2
77,1
78,1
79,2
80,1
81,1
89,1
92,1
93,1
96,1
101,1
119,1
120,1
121,1
123,1
124,1
135,1
138,1
147,1
148,1
149,2
151,2
154,1
163,1
172,1
175,1
176,1
178,1
181,1
195,1
226,1
