size,frequency
1,1800
2,374
3,190
4,87
5,78
6,57
7,56
8,36
9,31
10,23
11,17
12,12
13,22
14,16
15,13
16,14
17,11
18,4
19,9
20,10
21,5
22,6
23,12
24,4
25,5
26,3
27,4
28,2
29,5
30,1
31,2
32,4
33,1
35,2
36,3
37,4
38,2
39,5
40,1
41,1
42,6
43,1
44,4
45,2
46,2
47,2
48,1
50,1
51,1
53,1
54,1
56,2
57,1
58,1
59,1
60,2
61,1
62,1
63,1
64,1
65,1
66,1
72,2
74,2
79,2
80,1
85,1
86,1
87,1
89,2
90,1
96,1
102,1
106,1
108,1
110,1
115,1
119,1
120,1
143,1
148,1
155,1
159,1
162,1
164,1
172,1
201,1
221,1
258,1
284,1
290,1
