size,frequency
1,1912
2,300
3,141
4,90
5,65
6,48
7,37
8,26
9,21
10,23
11,19
12,19
13,11
14,14
15,9
16,12
17,9
18,7
19,10
20,6
21,9
22,2
23,6
24,8
25,8
26,9
27,3
28,8
29,3
30,2
31,3
32,1
33,2
34,2
35,1
36,4
37,3
39,5
40,7
41,3
42,3
43,2
44,4
45,2
46,3
47,2
48,3
49,1
50,2
51,2
52,2
53,2
54,2
59,4
60,3
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
73,2
74,1
75,2
77,1
78,1
79,1
81,2
82,1
83,1
84,1
85,1
86,2
87,2
90,1
91,1
92,1
93,1
94,1
96,1
97,1
101,3
102,1
104,1
105,2
113,1
116,1
118,1
119,1
122,1
123,1
125,1
126,2
127,1
133,1
134,1
137,2
141,1
144,1
149,1
159,1
163,1
164,1
165,1
173,1
176,1
191,1
194,1
217,1
256,2
274,1
281,1
323,1
327,1
344,1
350,1
359,2
364,1
376,1
450,1
452,1
456,1
461,1
476,1
562,1
566,1
581,1
598,1
622,1
737,1
796,1
875,1
940,1
952,1
1003,1
1299,1
