size,frequency
1,1836
2,324
3,186
4,110
5,49
6,47
7,41
8,26
9,25
10,21
11,24
12,19
13,11
14,10
15,9
16,11
17,8
18,12
19,9
20,10
21,4
22,1
23,5
24,7
25,9
26,4
27,3
28,6
29,3
30,4
31,7
32,4
33,1
34,4
35,2
36,3
37,2
39,4
40,2
41,6
42,3
43,2
44,3
46,3
47,3
48,2
49,1
50,5
51,4
52,2
53,1
54,1
56,5
57,1
58,3
59,2
60,3
61,2
65,1
66,2
68,3
69,3
70,2
75,1
78,1
79,2
80,1
81,1
82,2
83,1
85,1
87,3
88,2
90,1
91,2
95,2
97,2
98,2
100,1
103,1
104,2
105,2
107,2
108,1
109,2
115,1
116,1
117,1
119,2
123,1
126,1
129,1
130,1
131,1
135,1
136,1
137,1
149,1
150,1
154,1
155,1
161,1
169,2
170,1
171,1
181,1
206,1
208,1
209,1
214,1
219,1
236,1
258,1
271,1
284,1
291,1
304,1
397,1
401,1
463,1
653,1
685,1
