size,frequency
1,1694
2,374
3,183
4,126
5,68
6,51
7,48
8,34
9,30
10,16
11,29
12,26
13,23
14,23
15,21
16,9
17,12
18,13
19,7
20,9
21,7
22,16
23,8
24,7
25,8
26,7
27,6
28,6
29,5
30,6
31,4
32,5
33,8
34,5
35,3
36,3
37,2
38,1
40,1
41,1
42,2
43,2
44,1
46,1
48,3
49,1
50,1
51,4
52,1
53,2
54,2
55,2
57,2
58,2
59,2
61,1
62,1
63,1
64,1
65,1
66,1
68,2
69,1
71,2
75,3
77,3
78,1
82,1
83,1
85,1
89,1
90,1
91,1
92,3
93,1
94,1
99,1
100,1
106,1
111,1
113,1
114,2
115,1
117,1
118,1
119,1
125,1
127,1
132,1
135,1
136,1
141,1
142,1
145,1
149,1
153,1
154,1
158,1
175,1
179,1
183,2
192,2
200,1
235,1
240,1
249,1
314,1
335,1
347,1
383,1
390,1
