size,frequency
1,1907
2,325
3,137
4,87
5,74
6,61
7,36
8,31
9,27
10,29
11,23
12,11
13,20
14,8
15,7
16,11
17,6
18,7
19,9
20,14
21,10
22,3
23,9
24,8
25,4
26,2
27,5
28,5
29,9
30,5
31,2
32,3
33,2
34,6
35,2
36,3
37,3
38,2
40,1
41,1
42,3
43,1
44,1
45,1
46,3
47,1
48,2
49,1
50,1
51,1
53,4
54,1
55,5
57,1
58,1
60,2
61,2
63,2
69,3
70,1
74,2
75,1
78,2
79,1
82,2
84,1
86,1
87,1
88,1
92,2
95,1
96,1
97,1
99,1
103,1
106,1
111,1
112,2
114,2
118,1
120,1
121,1
125,1
126,1
136,2
139,1
141,1
144,1
146,1
164,1
167,1
204,1
220,1
225,1
262,1
268,1
270,1
297,1
358,1
367,1
594,1
