size,frequency
1,2136
2,233
3,114
4,65
5,52
6,33
7,19
8,20
9,16
10,17
11,11
12,14
13,5
14,10
15,5
16,8
17,3
18,5
19,5
20,8
21,9
22,4
23,9
24,6
25,7
26,12
27,4
28,2
29,5
30,7
31,1
32,5
33,2
34,2
35,5
36,2
37,3
38,1
40,2
41,2
42,2
43,2
44,3
46,2
47,2
51,4
52,1
53,4
54,2
55,2
56,1
57,1
60,1
61,1
63,2
65,2
66,1
67,1
70,1
71,1
74,1
78,2
79,1
80,2
81,1
82,1
83,1
84,1
85,2
87,1
89,1
93,2
94,2
95,1
96,1
98,1
103,2
106,2
111,2
113,1
114,1
115,1
117,1
120,1
122,2
124,1
132,1
134,1
138,2
140,1
145,1
148,1
149,1
151,1
164,1
165,1
180,1
186,1
191,1
197,1
200,1
201,1
210,1
216,1
221,1
231,1
259,1
270,1
271,1
275,1
280,1
291,1
292,1
296,1
305,1
310,1
314,1
322,1
343,1
353,1
362,1
377,1
385,1
394,1
422,1
449,1
452,1
471,1
474,1
505,1
606,1
661,1
700,1
705,1
711,1
902,1
930,1
1024,1
1060,1
1146,1
1500,5
