size,frequency
1,1770
2,345
3,176
4,104
5,80
6,54
7,42
8,39
9,30
10,31
11,12
12,17
13,16
14,20
15,16
16,11
17,13
18,9
19,10
20,8
21,9
22,5
23,5
24,3
25,6
26,6
27,3
28,4
29,3
31,3
32,4
33,1
34,6
35,2
36,1
37,3
38,3
39,3
40,3
41,6
42,2
43,2
45,3
47,3
49,3
50,4
51,4
52,2
54,2
55,1
56,4
58,3
60,1
61,4
62,2
64,1
65,2
67,1
69,2
73,1
75,4
76,1
77,1
79,2
81,2
83,3
84,2
86,1
88,1
89,1
92,2
99,2
100,1
101,3
103,1
104,1
106,1
111,1
112,1
113,1
115,2
125,2
126,1
132,1
135,1
137,1
142,1
144,1
147,1
150,1
157,2
163,1
172,1
183,2
185,1
189,1
197,1
202,1
205,1
206,2
207,2
208,1
213,1
224,1
250,1
261,1
326,1
348,1
375,1
383,1
391,1
436,1
1084,1
