size,frequency
1,1750
2,367
3,152
4,107
5,87
6,55
7,43
8,37
9,24
10,21
11,20
12,14
13,22
14,20
15,14
16,9
17,8
18,6
19,11
20,10
21,9
22,10
23,12
24,5
25,6
26,7
27,4
28,7
29,8
31,2
32,3
33,2
34,1
35,6
36,2
37,2
38,3
39,2
40,3
41,3
42,5
43,2
44,2
46,5
47,3
48,4
49,3
50,1
51,4
52,4
54,2
55,1
56,3
57,2
58,1
59,1
60,1
61,3
65,1
66,2
67,4
68,2
69,1
71,3
72,1
75,1
77,2
78,1
79,1
81,1
82,1
85,1
87,3
89,1
93,1
94,2
97,1
99,1
104,2
105,1
107,1
112,2
116,1
117,1
118,1
120,1
122,2
127,1
133,1
136,2
142,3
159,1
161,2
167,1
172,1
176,1
188,2
195,1
199,1
209,1
210,1
227,1
230,1
231,1
241,1
259,1
289,1
301,1
302,1
311,1
358,1
382,1
397,1
426,1
437,1
543,1
651,1
1500,1
