size,frequency
1,2102
2,254
3,128
4,63
5,69
6,44
7,20
8,28
9,14
10,12
11,17
12,13
13,8
14,5
15,10
16,6
17,12
18,12
19,5
20,3
21,4
22,6
23,4
24,5
25,6
26,4
27,1
28,1
29,7
30,3
32,5
33,5
34,6
36,2
37,2
38,3
39,2
40,5
41,1
44,3
45,1
46,3
47,2
48,1
49,2
50,1
51,1
53,1
54,1
55,3
56,1
57,2
58,3
62,2
63,1
66,2
67,2
69,1
73,2
74,2
75,2
79,1
80,1
82,2
83,1
84,2
91,2
92,1
94,1
100,1
103,1
108,2
120,1
122,3
126,2
130,2
133,1
134,1
148,1
157,1
161,1
168,1
170,1
171,1
189,1
197,1
221,1
224,1
251,1
263,1
275,1
280,1
281,1
307,1
333,1
417,1
434,2
461,1
495,1
573,1
600,1
608,1
621,1
632,1
661,1
671,1
710,1
788,1
796,1
848,1
941,1
1028,1
1043,1
1323,1
1500,2
