size,frequency
1,2194
2,206
3,97
4,59
5,45
6,40
7,18
8,24
9,21
10,12
11,16
12,13
13,9
14,7
15,10
16,11
17,5
18,10
19,7
20,4
21,9
22,5
23,7
24,3
25,3
26,3
27,2
28,2
29,3
31,2
32,3
33,1
34,2
35,6
36,2
37,2
38,1
39,2
40,1
41,3
42,3
43,3
44,2
46,1
47,1
49,5
50,2
51,3
52,2
53,1
55,2
57,2
59,2
62,1
64,1
65,3
66,1
70,1
73,3
74,1
75,2
77,1
78,1
81,1
82,2
83,2
85,2
86,1
87,1
90,1
91,1
94,2
95,2
96,1
97,2
101,1
102,2
105,1
106,1
109,1
113,2
115,1
118,1
120,1
126,1
131,2
133,2
135,1
139,1
141,1
144,2
145,1
150,1
152,1
164,1
180,1
189,1
196,2
199,1
215,1
220,1
224,1
237,1
247,1
262,1
293,1
305,1
335,1
353,1
373,1
396,1
401,1
412,2
420,1
441,1
467,1
480,1
570,1
607,1
613,1
634,1
665,1
675,1
713,1
820,1
899,1
930,1
960,1
986,1
1043,1
1500,6
