size,frequency
1,1892
2,278
3,149
4,99
5,77
6,43
7,44
8,31
9,29
10,18
11,21
12,15
13,19
14,15
15,17
16,7
17,5
18,13
19,9
20,8
21,2
22,8
23,9
24,4
25,4
26,3
27,8
28,4
29,5
30,2
31,6
32,3
33,3
34,2
35,2
36,4
37,5
38,1
39,4
40,3
41,5
42,3
43,1
44,1
45,3
46,2
47,2
49,2
50,1
51,3
52,2
53,1
54,1
55,4
56,2
57,2
59,2
61,3
62,1
63,1
64,1
65,1
67,1
68,1
69,1
70,2
71,2
72,1
74,2
76,1
77,1
78,2
81,1
82,3
83,1
86,1
87,2
88,1
90,1
92,1
95,1
99,2
101,3
106,2
107,1
110,1
111,1
118,1
119,1
124,1
125,2
129,1
138,1
143,2
169,1
171,1
172,2
174,1
176,1
178,1
184,1
185,1
186,1
191,1
195,1
200,1
208,1
209,1
211,1
215,1
220,1
223,1
226,1
230,1
240,1
246,1
263,1
265,1
281,1
291,1
294,1
296,1
299,1
324,1
344,1
383,1
440,1
495,1
508,1
532,1
592,1
721,1
893,1
