size,frequency
1,1775
2,334
3,145
4,122
5,72
6,54
7,43
8,37
9,24
10,29
11,22
12,22
13,16
14,16
15,12
16,12
17,10
18,6
19,14
20,6
21,6
22,8
23,9
24,7
25,2
26,4
27,7
28,6
29,8
30,4
31,6
32,2
33,4
34,4
35,1
36,3
37,2
38,1
39,2
40,3
41,2
42,2
44,3
45,6
46,1
47,5
49,6
50,2
51,1
52,2
54,2
55,1
57,1
58,1
59,1
60,1
62,1
63,4
65,2
66,4
67,2
69,1
71,2
72,3
73,1
75,2
76,1
77,1
78,1
79,2
80,2
81,1
82,1
84,3
88,1
91,1
95,1
96,1
97,2
101,1
102,2
105,1
111,1
112,1
117,1
118,1
120,1
121,1
122,1
123,1
129,2
131,1
132,1
136,1
137,1
139,1
144,1
146,1
152,1
163,1
166,1
167,1
168,1
172,1
177,1
193,1
194,1
197,1
201,1
203,1
204,1
211,1
212,1
214,1
219,2
220,1
223,1
228,1
234,1
241,2
259,1
273,1
293,1
300,1
314,1
328,1
344,1
362,1
408,1
416,1
434,1
438,1
496,1
499,1
568,1
612,1
694,1
1038,1
