size,frequency
1,1910
2,301
3,151
4,100
5,71
6,45
7,29
8,38
9,40
10,26
11,22
12,14
13,16
14,13
15,11
16,12
17,7
18,7
19,11
20,12
21,2
22,3
23,6
24,2
25,4
26,2
27,4
28,6
29,3
31,5
32,1
33,8
34,3
35,7
36,2
37,3
38,2
39,4
40,3
41,1
42,1
43,2
44,3
45,4
47,5
48,2
49,2
50,1
51,1
52,2
53,2
54,4
55,1
56,1
57,2
58,1
59,1
60,3
62,2
63,2
70,1
73,2
74,1
76,2
78,1
81,1
82,1
83,1
84,3
92,1
93,1
96,2
97,1
99,1
100,1
101,1
105,1
106,1
109,1
111,1
116,2
119,1
120,1
121,1
124,1
130,1
131,1
134,1
138,1
147,1
157,1
167,1
188,1
212,1
214,1
229,1
236,1
257,1
276,1
291,1
324,1
337,1
413,1
492,1
514,1
