size,frequency
1,1924
2,299
3,169
4,92
5,56
6,49
7,35
8,43
9,30
10,28
11,21
12,16
13,10
14,13
15,10
16,9
17,9
18,8
19,10
20,5
21,6
22,7
23,3
24,4
25,6
26,3
27,5
28,5
29,4
30,3
31,2
32,2
33,3
34,3
35,1
36,3
37,4
38,3
39,1
40,2
41,1
42,4
44,1
45,2
46,1
47,3
48,1
49,1
51,1
52,1
54,1
55,2
57,2
58,4
59,2
62,1
63,2
65,1
67,1
68,1
72,2
78,2
79,2
82,1
83,1
84,1
85,1
86,1
87,1
95,1
96,1
98,1
99,3
102,1
103,1
105,1
107,1
108,1
112,2
113,2
116,1
117,1
121,1
122,2
126,1
133,1
134,2
135,1
141,1
153,1
155,3
157,1
164,1
186,1
199,1
226,1
242,1
248,1
268,1
321,1
331,1
344,1
350,1
372,1
394,1
412,1
429,1
447,1
531,1
704,1
