size,frequency
1,1887
2,292
3,148
4,90
5,74
6,50
7,35
8,35
9,27
10,17
11,24
12,12
13,20
14,19
15,19
16,6
17,10
18,4
19,3
20,6
21,6
22,8
23,3
24,5
25,3
26,10
27,7
28,6
29,4
30,5
31,7
32,2
33,7
34,1
35,3
36,1
37,1
38,4
39,2
40,5
42,1
43,2
44,1
45,3
47,2
48,3
49,1
50,1
51,1
52,4
53,3
54,2
55,3
59,1
61,1
62,3
63,2
64,2
65,2
67,2
69,1
71,4
74,1
76,1
77,1
79,2
80,1
81,1
82,2
83,2
84,3
85,1
86,1
87,1
93,1
95,1
97,1
99,2
100,1
101,1
102,3
104,1
105,1
107,1
108,2
112,2
120,1
125,1
130,1
138,1
140,1
141,1
146,1
157,1
163,1
165,1
167,1
168,1
177,1
184,1
193,1
194,1
200,1
201,1
202,1
208,1
214,1
220,1
222,1
238,1
242,1
275,2
280,1
285,1
289,1
291,1
292,1
295,1
346,1
380,1
393,1
399,1
402,1
449,1
453,1
526,1
554,1
574,1
662,1
705,1
716,1
749,1
902,1
908,1
913,1
975,1
1500,2
