size,frequency
1,1839
2,352
3,151
4,108
5,62
6,62
7,37
8,28
9,34
10,23
11,28
12,16
13,11
14,10
15,12
16,19
17,9
18,11
19,10
20,5
21,5
22,10
23,5
24,4
25,3
26,2
27,4
28,5
29,3
30,2
31,5
32,2
33,3
34,2
35,5
36,9
37,2
38,3
39,2
40,2
41,2
42,1
43,2
44,1
45,2
46,5
47,3
49,2
50,1
51,1
52,2
53,1
54,1
56,1
57,4
59,1
60,2
62,2
63,2
65,3
70,3
72,1
73,1
74,1
76,2
77,1
78,1
80,3
82,1
83,2
84,3
85,2
86,1
87,1
88,2
89,3
93,1
95,1
98,1
99,1
109,2
112,1
115,1
118,1
122,1
129,1
130,1
137,1
144,1
145,1
146,1
149,1
150,1
164,1
179,1
181,1
195,1
199,1
217,1
283,2
329,1
485,1
