size,frequency
1,1881
2,324
3,151
4,82
5,77
6,40
7,37
8,33
9,27
10,20
11,22
12,16
13,19
14,5
15,10
16,12
17,6
18,11
19,9
20,8
21,11
22,8
23,2
24,8
25,3
26,6
27,6
28,5
29,2
30,6
31,1
32,3
33,7
34,3
35,5
36,5
37,1
38,2
39,1
40,4
41,2
42,2
43,3
44,1
45,1
46,4
47,2
50,2
51,3
54,1
57,1
58,1
59,3
60,1
61,1
62,1
64,2
65,1
67,1
69,1
71,1
72,1
73,1
75,2
76,1
77,1
80,1
81,2
83,1
84,1
87,1
91,1
94,1
97,1
99,1
102,1
103,1
104,1
106,1
108,1
109,2
111,1
112,1
114,2
116,1
123,2
124,1
127,1
128,1
129,1
131,2
132,1
134,1
138,2
143,1
150,3
155,1
162,1
164,2
167,3
169,1
170,2
176,1
178,1
182,1
191,1
197,1
198,1
205,1
208,1
223,1
226,1
230,1
249,1
262,1
283,1
319,2
327,1
335,1
347,1
348,1
359,1
450,1
540,1
566,1
591,1
640,1
743,1
813,1
826,1
873,1
923,1
985,1
