size,frequency
1,1760
2,342
3,196
4,123
5,86
6,57
7,39
8,43
9,27
10,26
11,17
12,13
13,18
14,14
15,17
16,16
17,13
18,9
19,5
20,6
21,6
22,7
23,7
24,8
25,4
26,4
27,2
28,3
29,3
30,5
31,5
32,6
33,2
34,2
35,3
36,1
37,2
38,2
39,7
40,2
41,1
42,2
43,1
44,3
45,3
46,3
47,2
48,2
50,2
51,3
54,3
56,4
60,1
61,2
62,1
65,2
66,2
67,2
68,2
70,2
72,1
73,1
75,2
76,3
78,1
79,1
81,4
83,1
85,2
86,1
88,1
92,2
93,1
94,2
96,1
97,1
104,1
114,2
121,2
125,1
133,1
134,1
142,1
152,1
155,1
179,1
180,2
183,1
195,1
202,1
206,1
219,1
232,1
233,1
268,1
424,1
586,1
