size,frequency
1,1768
2,403
3,183
4,104
5,62
6,62
7,46
8,39
9,35
10,27
11,17
12,18
13,13
14,9
15,11
16,9
17,11
18,5
19,5
20,9
21,10
22,2
23,6
24,8
25,5
26,12
27,6
28,5
29,2
30,5
31,1
32,1
33,2
35,3
36,3
37,2
39,6
40,2
42,4
43,3
45,1
47,2
48,3
49,1
50,1
52,2
55,2
56,1
57,2
58,1
59,3
60,1
66,3
68,1
71,1
72,3
73,2
75,1
79,2
81,1
84,2
85,1
86,1
88,1
91,1
94,1
99,2
102,1
106,1
107,1
108,1
110,3
118,1
125,1
126,1
130,1
146,1
155,1
160,1
163,1
164,1
165,1
167,2
170,1
174,1
182,1
183,1
186,1
202,1
235,1
240,1
280,1
292,2
313,1
435,1
566,1
