size,frequency
1,7736
2,1184
3,540
4,335
5,239
6,183
7,169
8,130
9,111
10,74
11,90
12,43
13,60
14,58
15,36
16,36
17,35
18,28
19,40
20,27
21,29
22,26
23,22
24,12
25,27
26,23
27,15
28,25
29,16
30,24
31,10
32,8
33,11
34,11
35,17
36,15
37,13
38,10
39,8
40,10
41,7
42,7
43,10
44,5
45,9
46,9
47,5
48,7
49,8
50,11
51,7
53,5
54,5
55,8
56,8
57,1
58,3
59,2
60,8
61,3
62,5
63,3
64,1
65,10
67,3
68,2
69,4
70,6
71,3
72,5
73,3
74,2
75,3
76,4
77,2
78,2
79,2
80,7
81,4
82,5
83,4
85,4
86,4
87,2
88,2
90,1
91,2
95,2
96,3
97,1
99,3
100,2
101,1
102,1
103,2
106,2
107,4
109,3
110,2
111,1
112,3
113,2
114,1
115,2
116,2
117,2
119,2
121,3
122,1
123,1
124,2
125,2
127,1
128,1
129,1
130,1
131,1
132,2
134,4
136,1
140,1
141,1
143,1
144,2
145,2
147,1
148,1
150,1
153,2
154,2
155,1
156,1
158,1
159,1
160,1
163,1
164,1
165,1
169,3
170,2
171,1
174,1
175,1
176,2
177,1
178,1
181,1
182,1
187,2
190,1
192,1
196,1
200,1
204,1
211,1
214,1
215,1
216,2
221,2
226,1
227,1
233,1
243,2
246,1
252,2
256,1
258,1
262,2
263,1
270,2
273,1
275,1
279,1
282,1
287,2
290,1
292,1
301,2
305,1
309,1
316,1
318,1
320,1
334,1
344,1
345,1
346,1
349,1
361,2
412,1
420,1
427,1
444,1
450,1
451,1
466,1
494,1
512,1
525,1
573,1
678,1
