size,frequency
1,23895
2,3646
3,1764
4,1071
5,758
6,529
7,433
8,299
9,274
10,221
11,197
12,139
13,135
14,111
15,92
16,87
17,86
18,83
19,68
20,60
21,64
22,56
23,41
24,55
25,44
26,39
27,35
28,38
29,28
30,30
31,27
32,30
33,15
34,22
35,18
36,4
37,16
38,20
39,17
40,19
41,9
42,7
43,10
44,14
45,13
46,8
47,7
48,10
49,10
50,12
51,10
52,11
53,8
54,7
55,5
56,2
57,7
58,4
59,3
60,4
61,4
62,3
63,2
64,5
65,3
67,2
68,4
69,2
70,5
71,2
72,3
73,5
74,3
75,3
76,3
77,4
78,5
79,1
80,1
81,4
82,1
83,3
84,1
85,2
86,2
87,2
88,1
89,3
90,3
91,1
92,1
93,1
95,1
96,2
97,1
98,1
99,1
100,3
101,1
102,1
103,2
106,1
108,2
109,1
110,3
111,1
113,1
115,1
120,2
123,2
126,1
132,1
135,1
138,2
142,1
145,1
147,1
148,1
153,1
171,1
