size,frequency
1,14775
2,2307
3,1130
4,657
5,480
6,311
7,290
8,196
9,163
10,134
11,95
12,100
13,97
14,75
15,77
16,65
17,51
18,61
19,44
20,54
21,33
22,42
23,30
24,34
25,16
26,28
27,19
28,13
29,17
30,18
31,19
32,17
33,18
34,11
35,10
36,9
37,12
38,10
39,10
40,9
41,5
42,8
43,9
44,12
45,8
46,7
47,8
48,9
49,9
50,9
51,5
52,6
53,5
54,3
55,5
56,6
57,4
58,6
59,8
60,2
61,2
62,2
63,6
64,2
65,2
66,2
68,1
69,2
70,3
71,1
73,6
74,2
75,1
76,1
77,2
78,1
79,2
81,3
87,4
88,6
93,2
94,1
99,2
100,1
103,2
105,1
107,1
108,4
109,2
110,1
113,1
114,1
116,1
118,2
128,1
129,1
134,1
142,1
155,1
164,1
187,1
194,1
223,1
