size,frequency
1,24631
2,3605
3,1723
4,1015
5,692
6,516
7,374
8,320
9,241
10,198
11,170
12,149
13,111
14,101
15,112
16,71
17,64
18,67
19,53
20,62
21,36
22,42
23,30
24,39
25,39
26,21
27,24
28,24
29,30
30,14
31,21
32,21
33,19
34,18
35,6
36,17
37,11
38,10
39,4
40,12
41,7
42,10
43,10
44,4
45,4
46,3
47,3
48,5
49,7
50,6
51,3
52,3
53,7
54,2
55,3
56,2
57,2
58,3
59,1
60,1
61,2
62,4
63,5
64,3
66,2
67,3
69,2
70,3
71,1
72,1
74,1
76,1
77,2
80,2
82,2
83,1
86,1
90,2
93,1
94,1
99,1
102,2
108,1
110,2
126,1
138,1
146,1
153,1
172,1
