size,frequency
1,12007
2,2062
3,1000
4,630
5,420
6,300
7,218
8,179
9,172
10,127
11,105
12,100
13,78
14,67
15,62
16,57
17,60
18,48
19,30
20,37
21,20
22,28
23,28
24,24
25,19
26,18
27,23
28,19
29,26
30,8
31,16
32,13
33,12
34,14
35,11
36,10
37,7
38,13
39,8
40,5
41,8
42,7
43,6
44,2
45,6
46,4
47,1
48,7
49,6
50,2
51,5
52,3
53,4
54,3
55,2
56,1
57,1
58,9
59,4
60,6
62,3
63,4
64,1
65,1
67,5
68,2
70,2
71,1
72,2
74,3
75,1
76,2
78,1
79,1
80,1
81,2
83,2
84,1
86,1
87,1
88,2
89,1
90,1
92,1
93,1
94,1
95,1
96,1
98,1
99,2
100,2
103,1
105,1
107,1
109,1
112,1
120,1
133,1
137,1
139,1
141,1
145,1
159,1
166,1
167,1
245,1
