size,frequency
1,3575
2,627
3,301
4,177
5,108
6,111
7,83
8,54
9,49
10,47
11,31
12,30
13,31
14,23
15,14
16,15
17,15
18,19
19,25
20,10
21,6
22,13
23,10
24,12
25,8
26,10
27,11
28,8
29,10
30,8
31,8
32,3
33,6
34,4
35,2
36,4
37,4
38,5
39,4
40,5
41,5
42,2
43,3
44,2
45,3
46,5
47,2
48,1
49,5
50,2
51,2
52,6
53,3
54,2
55,2
56,4
57,3
58,2
59,2
60,3
61,7
63,2
64,2
65,6
66,1
67,2
68,3
69,2
70,4
71,4
72,4
73,1
74,1
75,2
76,4
77,1
79,3
81,1
84,1
85,2
87,2
89,1
90,3
95,1
97,1
98,1
104,1
105,1
106,1
107,1
108,1
110,1
112,3
113,1
114,1
116,1
120,3
121,1
122,2
129,1
135,1
136,1
138,1
140,1
141,1
145,1
146,3
148,1
149,1
152,1
154,1
161,1
163,1
171,2
175,1
180,2
181,1
202,2
211,1
214,1
217,1
234,1
237,1
243,1
257,1
261,1
271,1
282,1
288,1
289,1
313,1
381,1
416,1
454,1
493,1
573,1
614,1
