size,frequency
1,3422
2,427
3,257
4,179
5,103
6,70
7,59
8,51
9,35
10,21
11,30
12,21
13,22
14,26
15,18
16,13
17,22
18,11
19,10
20,9
21,5
22,12
23,9
24,6
25,4
26,10
27,6
28,4
29,7
30,8
31,8
32,1
33,4
34,5
35,3
36,5
37,1
38,5
39,3
40,5
41,6
42,1
43,2
44,2
45,6
46,4
47,2
48,2
50,4
51,1
52,4
53,2
54,1
55,2
56,3
57,2
58,3
60,3
61,1
62,3
63,1
64,1
65,1
66,1
71,1
72,1
73,2
74,1
77,1
78,1
79,3
85,1
86,1
87,2
88,1
89,1
92,2
93,1
95,1
99,2
101,1
102,2
103,1
106,2
107,1
108,1
116,1
117,1
119,1
125,1
141,1
148,1
161,1
165,1
185,1
187,1
188,2
192,1
209,1
238,1
240,1
246,1
249,1
254,1
