size,frequency
1,3782
2,578
3,277
4,173
5,111
6,118
7,76
8,63
9,48
10,42
11,35
12,20
13,23
14,29
15,25
16,14
17,10
18,13
19,9
20,10
21,12
22,8
23,7
24,5
25,11
26,8
27,10
28,6
29,12
30,4
31,7
32,6
33,6
34,1
35,8
36,7
37,3
38,5
39,6
40,5
41,3
42,2
43,5
44,5
45,3
46,3
47,1
48,5
49,3
51,1
52,2
53,1
54,1
55,1
56,1
57,2
58,1
60,1
61,4
62,2
64,1
65,1
67,4
71,1
73,1
77,2
78,2
79,1
81,1
83,2
84,1
85,1
87,2
89,2
90,1
91,1
93,1
95,2
96,1
105,1
107,1
108,1
109,1
112,1
115,1
121,1
122,1
126,1
131,1
132,1
139,1
141,1
164,1
165,1
169,1
240,1
257,1
262,1
