size,frequency
1,8404
2,1088
3,579
4,330
5,237
6,157
7,109
8,98
9,83
10,76
11,78
12,52
13,39
14,57
15,34
16,23
17,23
18,23
19,23
20,26
21,17
22,17
23,21
24,17
25,15
26,16
27,12
28,14
29,7
30,11
31,14
32,7
33,7
34,4
35,6
36,7
37,6
38,8
39,4
40,3
41,4
42,4
43,6
44,6
45,2
46,6
47,1
48,1
49,3
50,2
51,3
52,1
53,2
54,7
55,1
56,2
57,2
58,4
59,3
60,1
61,2
62,1
63,4
64,1
66,3
67,1
68,1
69,2
70,3
71,1
72,1
73,3
75,1
76,3
77,1
78,1
80,1
81,3
82,1
86,1
87,1
88,1
89,1
90,1
93,1
94,1
96,2
99,1
100,1
101,2
104,1
105,1
111,1
118,1
122,1
128,1
131,1
137,1
196,1
210,1
