size,frequency
1,24562
2,3684
3,1719
4,1042
5,729
6,535
7,383
8,314
9,248
10,194
11,157
12,122
13,108
14,106
15,86
16,83
17,71
18,66
19,52
20,53
21,36
22,38
23,39
24,30
25,30
26,35
27,24
28,20
29,22
30,20
31,12
32,12
33,11
34,12
35,14
36,11
37,7
38,14
39,7
40,9
41,6
42,7
43,6
44,9
45,8
46,7
47,6
48,10
49,6
50,3
51,3
52,2
53,4
54,4
55,4
56,4
57,3
58,3
59,1
60,2
61,1
62,3
63,1
64,1
65,1
67,2
68,1
69,1
70,2
72,1
74,3
76,1
80,2
81,2
82,1
84,1
86,1
88,1
96,1
104,2
107,1
108,1
117,1
119,1
123,1
175,1
