size,frequency
1,13831
2,2204
3,1027
4,674
5,429
6,282
7,238
8,199
9,145
10,109
11,106
12,73
13,96
14,70
15,70
16,46
17,35
18,53
19,34
20,33
21,30
22,24
23,32
24,22
25,20
26,13
27,10
28,18
29,23
30,21
31,18
32,13
33,9
34,10
35,8
36,6
37,13
38,3
39,13
40,7
41,7
42,6
43,8
44,8
45,3
46,3
47,6
48,3
49,4
50,1
51,2
52,5
53,2
54,4
55,4
56,3
57,3
58,3
59,3
60,5
61,2
62,3
63,3
64,1
66,3
67,3
70,1
71,4
72,2
73,1
75,3
76,2
77,2
78,1
79,2
80,1
82,1
83,2
84,1
85,1
89,3
91,1
98,2
100,2
103,1
104,1
110,1
125,1
152,1
