size,frequency
1,12507
2,1983
3,896
4,627
5,381
6,264
7,197
8,161
9,136
10,118
11,92
12,85
13,74
14,55
15,47
16,55
17,37
18,42
19,35
20,35
21,34
22,27
23,27
24,16
25,16
26,12
27,19
28,21
29,20
30,17
31,9
32,10
33,12
34,7
35,7
36,12
37,8
38,12
39,7
40,5
41,7
42,3
43,3
44,3
45,3
46,6
47,2
49,2
50,2
51,2
52,7
53,2
54,2
55,1
56,5
57,3
59,2
60,7
61,2
62,1
63,1
65,1
66,4
67,4
68,1
69,2
70,2
73,1
74,2
76,1
78,1
81,1
82,1
83,1
84,2
85,2
86,1
88,1
89,2
96,2
98,1
100,2
101,1
109,1
112,1
122,1
127,1
129,1
160,1
163,1
