size,frequency
1,3515
2,651
3,314
4,217
5,132
6,110
7,80
8,50
9,61
10,46
11,32
12,38
13,24
14,30
15,23
16,22
17,18
18,18
19,11
20,15
21,5
22,12
23,10
24,8
25,11
26,9
27,4
28,5
29,5
30,2
31,5
32,5
33,7
34,4
35,3
36,5
37,7
38,5
39,4
40,3
41,3
42,4
43,1
44,4
45,1
46,8
47,4
48,2
49,3
50,2
51,2
52,3
53,1
54,3
55,1
56,3
57,1
58,4
60,2
61,1
62,4
64,1
65,1
66,1
70,4
71,1
73,2
74,3
75,2
76,2
77,3
79,2
81,2
83,1
84,5
85,1
89,1
90,1
92,3
93,1
94,1
95,4
96,1
98,1
104,2
105,1
106,1
107,1
108,1
110,1
114,2
116,1
118,1
122,1
124,1
127,2
134,1
136,2
137,1
144,1
145,1
151,2
165,1
169,1
176,1
181,1
184,1
186,1
188,1
196,1
204,1
209,1
223,1
224,1
231,1
268,1
294,1
361,1
386,1
704,1
