size,frequency
1,8007
2,1158
3,559
4,390
5,255
6,193
7,141
8,109
9,102
10,71
11,63
12,65
13,54
14,41
15,36
16,25
17,38
18,35
19,34
20,25
21,22
22,19
23,20
24,18
25,17
26,24
27,14
28,14
29,8
30,14
31,13
32,10
33,10
34,8
35,12
36,8
37,6
38,9
39,7
40,2
41,5
42,3
43,7
44,4
45,7
46,6
47,6
48,1
49,6
50,6
51,4
52,1
53,8
55,4
56,5
57,2
58,3
59,6
60,5
61,4
62,4
64,1
65,2
66,1
67,7
68,4
69,2
70,4
71,2
72,2
73,1
74,3
75,2
76,5
77,2
78,2
80,2
81,3
84,3
85,3
86,2
87,1
88,2
90,1
91,2
94,1
96,4
97,1
98,1
99,2
101,1
104,1
105,2
107,1
110,1
111,4
112,1
114,2
116,1
117,2
118,1
119,1
120,1
122,1
124,1
127,1
129,1
136,1
138,1
141,1
142,1
143,1
144,1
150,1
161,1
168,1
170,1
172,1
177,1
178,1
179,1
183,1
185,1
194,1
213,1
221,1
231,1
248,1
250,2
313,1
318,1
320,1
