size,frequency
1,16590
2,2745
3,1301
4,921
5,597
6,413
7,377
8,267
9,239
10,165
11,174
12,136
13,133
14,111
15,113
16,82
17,77
18,76
19,70
20,55
21,51
22,62
23,42
24,42
25,30
26,28
27,38
28,39
29,27
30,32
31,27
32,23
33,26
34,26
35,22
36,19
37,16
38,20
39,25
40,22
41,10
42,12
43,14
44,17
45,12
46,13
47,9
48,7
49,11
50,15
51,8
52,15
53,12
54,13
55,8
56,4
57,5
58,10
59,10
60,10
61,5
62,1
63,4
64,8
65,1
66,2
67,8
68,7
69,9
70,3
71,6
72,4
73,5
74,7
75,3
76,4
77,4
78,3
79,5
80,8
81,2
83,3
84,3
85,5
86,5
87,2
88,5
89,3
90,1
91,4
92,3
93,3
94,3
95,1
96,2
97,3
99,4
101,2
102,4
103,2
104,8
105,2
106,4
107,2
108,4
109,3
110,4
112,2
113,5
114,1
115,1
116,2
117,2
118,1
119,1
120,2
121,2
122,5
123,1
124,1
125,2
127,2
128,1
129,2
130,1
131,2
132,1
133,1
136,1
137,2
138,2
140,2
144,1
145,2
147,2
148,1
149,1
151,2
152,2
155,1
156,1
159,1
161,1
162,2
163,1
164,1
166,2
168,2
169,1
170,1
171,1
172,2
173,1
177,1
179,1
180,2
181,2
184,1
185,1
192,1
193,1
194,1
195,1
196,1
200,1
204,1
205,1
206,1
209,1
217,1
222,1
227,1
229,1
235,1
236,1
251,1
257,1
262,1
263,1
274,1
275,1
333,1
366,1
