size,frequency
1,3458
2,459
3,233
4,117
5,98
6,73
7,70
8,50
9,46
10,30
11,32
12,21
13,26
14,18
15,15
16,12
17,15
18,16
19,9
20,15
21,5
22,10
23,9
24,6
25,6
26,12
27,2
28,8
29,2
30,5
31,2
32,6
33,5
34,5
35,10
36,3
37,2
38,2
39,7
40,5
41,2
42,4
43,2
44,5
45,3
46,1
47,5
48,4
49,6
50,2
52,3
54,3
55,2
56,3
57,2
58,1
59,1
60,1
61,1
62,1
63,3
64,3
65,1
66,2
69,1
71,3
73,2
74,1
75,1
81,1
82,1
83,1
84,1
85,1
92,2
94,1
96,2
99,1
101,1
108,1
118,1
120,1
121,1
123,2
127,1
135,1
139,1
144,1
160,1
182,1
206,1
238,1
252,1
254,1
331,1
371,1
