size,frequency
1,13190
2,2316
3,1061
4,669
5,483
6,342
7,284
8,214
9,184
10,144
11,134
12,104
13,97
14,74
15,73
16,61
17,61
18,53
19,56
20,45
21,34
22,33
23,32
24,26
25,21
26,19
27,20
28,15
29,22
30,14
31,14
32,17
33,10
34,21
35,6
36,9
37,9
38,10
39,13
40,13
41,11
42,6
43,4
44,6
45,11
46,10
47,6
48,5
49,6
50,5
51,3
52,5
53,3
54,4
55,5
56,2
57,2
58,2
59,4
61,6
62,3
63,3
64,4
65,3
66,1
68,2
69,3
70,1
71,5
72,2
73,1
74,2
75,2
76,1
77,4
78,1
79,1
80,1
81,3
82,3
83,2
84,1
85,3
86,1
88,1
89,2
90,2
92,1
93,1
95,2
96,3
97,2
98,1
101,1
104,1
107,5
108,1
112,2
113,1
115,1
121,1
123,1
124,1
126,1
128,1
129,1
133,1
138,1
145,1
160,1
169,1
172,1
214,1
