size,frequency
1,29299
2,3182
3,1569
4,968
5,687
6,521
7,373
8,301
9,229
10,163
11,170
12,136
13,117
14,103
15,82
16,92
17,72
18,60
19,57
20,48
21,54
22,35
23,36
24,29
25,32
26,26
27,27
28,26
29,23
30,19
31,20
32,13
33,18
34,16
35,18
36,15
37,6
38,10
39,12
40,15
41,5
42,8
43,11
44,9
45,9
46,8
47,5
48,2
49,7
50,3
51,5
52,3
53,6
54,5
55,4
56,3
57,4
58,1
59,4
61,3
62,3
63,1
65,3
66,2
68,4
69,2
71,3
72,3
73,3
74,2
75,1
77,1
79,2
81,2
85,1
86,2
87,1
90,1
95,1
97,1
98,1
99,2
102,1
106,1
109,2
119,1
142,1
161,1
