size,frequency
1,7414
2,1174
3,604
4,362
5,272
6,202
7,151
8,131
9,102
10,90
11,77
12,61
13,48
14,59
15,38
16,41
17,41
18,28
19,28
20,21
21,34
22,32
23,21
24,26
25,25
26,14
27,15
28,21
29,14
30,14
31,12
32,10
33,16
34,14
35,18
36,9
37,16
38,13
39,15
40,11
41,8
42,18
43,6
44,6
45,9
46,5
47,5
48,10
49,8
50,5
51,6
52,8
53,11
54,8
55,2
56,2
57,4
58,5
59,5
60,4
61,11
62,6
63,2
64,7
65,6
66,4
67,3
68,6
69,6
70,5
71,5
72,8
73,4
74,3
75,3
76,2
77,5
78,5
79,3
80,3
81,2
82,3
83,5
84,5
86,5
87,3
88,4
89,2
90,3
91,5
92,5
93,3
95,3
96,1
97,2
98,4
99,1
100,2
101,6
102,4
103,3
104,1
105,3
106,2
107,4
108,2
109,3
110,2
111,1
112,1
113,2
114,3
115,1
117,3
118,3
119,1
120,8
121,2
122,2
124,1
127,2
129,1
130,1
131,2
133,1
134,2
135,1
136,3
137,1
139,2
140,1
141,5
145,3
147,3
148,2
149,1
150,4
152,1
153,2
154,2
156,1
157,1
158,1
159,2
161,2
162,3
163,1
169,3
170,2
172,3
173,3
174,2
175,4
176,3
178,2
179,1
180,2
181,2
182,2
183,1
185,3
186,1
187,2
188,1
192,4
194,1
196,2
197,1
198,1
202,4
203,1
204,2
212,1
214,1
216,1
217,1
221,2
222,1
223,2
224,1
229,1
230,2
234,1
235,1
236,1
240,1
242,1
245,2
250,2
255,1
257,1
260,3
261,1
266,1
267,1
269,1
270,2
273,1
275,1
276,1
283,2
284,1
293,2
294,1
301,1
303,1
304,2
305,1
309,1
314,1
316,1
317,1
318,1
321,1
324,2
331,2
333,1
337,1
339,1
345,1
346,1
355,1
358,1
359,1
361,1
364,1
387,1
388,1
389,1
396,1
400,1
402,1
407,1
410,1
412,1
425,1
429,1
434,2
435,1
440,1
449,1
454,1
457,1
461,1
464,1
466,1
479,1
484,1
498,1
507,1
519,1
523,1
525,1
529,1
530,1
537,1
539,1
545,1
546,1
570,1
581,1
586,1
587,1
589,1
610,1
620,1
635,1
636,1
650,1
669,1
674,1
679,1
693,1
727,1
734,1
868,1
884,1
1031,1
1033,1
1242,1
1633,1
1973,1
